position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	thumbnail_maxres	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
1	UCcIXc5mJsHVYTZR1maL5l9w	Deeplearning.ai	SzAmGg2TVBg	2020-07-29T18:44:10Z	2020-07-29 18:44:10	Break into NLP hosted by deeplearning.ai	Welcome to Break into NLP - a virtual live event! NLP is an essential part of the practical application of AI. To celebrate the launch of Sequence Models, Course 3 of Natural Language Processing - a deeplearning.ai Specialization - we’ve assembled a panel of experts in the NLP field. They’re going to talk about their current projects, and the future of NLP and also provide career advice for ML practitioners or non-MLEs hoping to break into NLP. Agenda: PDT (*subject to change) MC: Ryan Keenan, Director of Product at deeplearning.ai Opening Keynote: Łukasz Kaiser, Staff Research Scientist at Google Brain Keynote Speech: Andrew Ng, Founder of deeplearning.ai Panel discussion: (listed in alphabetical order by last name) Kenneth Church, Distinguished Scientist, Baidu USA Marti Hearst, Professor, School of Information and EECS Department, UC Berkeley Łukasz Kaiser, Staff Research Scientist at Google Brain Younes Mourri, Instructor of AI at Stanford University Andrew Ng, Founder of deeplearning.ai Q&A (Questions will be sourced from deeplearning.ai's NLP learners on Slack community) Course demo: Younes Mourri, Instructor of AI at Stanford University Enroll in NLP Specialization: https://bit.ly/2ZsUtrK Enroll in Course 3 of NLP Specialization: https://bit.ly/2Wq7Kzy Check out all our courses: https://bit.ly/38Yikm5	28	Science & Technology	PT1H33M46S	2026	2d	sd	false	https://i.ytimg.com/vi/SzAmGg2TVBg/maxresdefault.jpg		26719	1554	7	0	32
2	UCcIXc5mJsHVYTZR1maL5l9w	Deeplearning.ai	Rp7qqjlBeRY	2020-04-15T21:05:43Z	2020-04-15 21:05:43	Pie & AI: Real-world AI Applications in Medicine	deeplearning.ai presents Pie & AI: Real-world AI Applications in Medicine. We’ve gathered experts in the AI and medicine field to share their career advice and what they’re working on. Come celebrate the launch of our new AI For Medicine Specialization and hear from experts in the AI and medicine field. Agenda: PDT (*subject to change) MC: Ryan Keenan, Director of Content at deeplearning.ai 10:00-10:15: Opening Keynote: Eric Topol 10:15-10:45: Panel discussion: Eric Topol, Andrew Ng, Lily Peng, Pranav Rajpurkar 10:45-10:55: Q&A (I) 10:55-11:05: Keynote Speech: Andrew Ng 11:05-11:15: Mini course demo: Bora Uyumazturk 11:15-11:25: Q&A (II) For more information about the event, please visit here: https://ai4m.eventbrite.com/ Course 1 and 2 of the AI For Medicine Specialization is available now on Coursera! The third course will be available by the end of May. Enroll in the AI For Medicine Specialization here: https://bit.ly/2UBOUEO Check out all our courses: https://bit.ly/39yz95P	28	Science & Technology	PT1H41M25S	2485	2d	hd	false	https://i.ytimg.com/vi/Rp7qqjlBeRY/maxresdefault.jpg		32042	1456	8	0	19
3	UCcIXc5mJsHVYTZR1maL5l9w	Deeplearning.ai	dvnsbOtAmYI	2020-04-14T18:23:26Z	2020-04-14 18:23:26	How deep learning can detect cancerous tissue (AI For Medicine)	Less than 24 hours until you can get your hands on our new AI For Medicine Specialization! While you wait, Pranav explains how deep learning can detect cancerous tissue. Course 1 and 2 of the AI For Medicine Specialization will be available on Coursera on April 15. The third course will be available by the end of May. Check out all our courses: https://www.deeplearning.ai Subscribe to The Batch, our weekly newsletter: https://www.deeplearning.ai/thebatch Follow us: Twitter: https://twitter.com/deeplearningai_ Facebook: https://www.facebook.com/deeplearningHQ/ Linkedin: https://www.linkedin.com/company/deeplearningai	28	Science & Technology	PT1M13S	73	2d	hd	false	https://i.ytimg.com/vi/dvnsbOtAmYI/maxresdefault.jpg		3218	76	3	0	8
4	UCcIXc5mJsHVYTZR1maL5l9w	Deeplearning.ai	oJ2FL5BsFuQ	2020-04-09T18:38:45Z	2020-04-09 18:38:45	AI For Prognosis (AI For Medicine)	Check out the Course 2 content we have in store for you! Andrew and Pranav walk through the topics of each week in our upcoming AI For Medicine Specialization. Course 1 and 2 of the AI For Medicine Specialization will be available on Coursera on April 15. The third course will be available by the end of May. Check out all our courses: https://www.deeplearning.ai Subscribe to The Batch, our weekly newsletter: https://www.deeplearning.ai/thebatch Follow us: Twitter: https://twitter.com/deeplearningai_ Facebook: https://www.facebook.com/deeplearningHQ/ Linkedin: https://www.linkedin.com/company/deeplearningai	28	Science & Technology	PT1M19S	79	2d	hd	false	https://i.ytimg.com/vi/oJ2FL5BsFuQ/maxresdefault.jpg		2758	79	1	0	4
5	UCcIXc5mJsHVYTZR1maL5l9w	Deeplearning.ai	6dQgPFaZMGQ	2020-04-07T18:35:05Z	2020-04-07 18:35:05	Practical Challenges Training with Medical Data (AI For Medicine)	The AI For Medicine Specialization will teach you to handle practical challenges when training models on medical data. Instructor Pranav Rajpurkar walks you through some key challenges. Course 1 and 2 of the AI For Medicine Specialization will be available on Coursera on April 15. The third course will be available by the end of May. Check out all our courses: https://www.deeplearning.ai Subscribe to The Batch, our weekly newsletter: https://www.deeplearning.ai/thebatch Follow us: Twitter: https://twitter.com/deeplearningai_ Facebook: https://www.facebook.com/deeplearningHQ/ Linkedin: https://www.linkedin.com/company/deeplearningai	28	Science & Technology	PT1M1S	61	2d	hd	false	https://i.ytimg.com/vi/6dQgPFaZMGQ/maxresdefault.jpg		2750	61	2	0	9
6	UCcIXc5mJsHVYTZR1maL5l9w	Deeplearning.ai	zGFKSQlef_0	2020-03-31T18:00:16Z	2020-03-31 18:00:16	New AI For Medicine Specialization coming soon!	Take a first look at the AI For Medicine Specialization! Andrew and instructor Pranav Rajpurkar walk you through the course topics. Course 1 and 2 of the AI For Medicine Specialization will be available on Coursera on April 15. The third course will be available by the end of May. Check out all our courses: https://www.deeplearning.ai Subscribe to The Batch, our weekly newsletter: https://www.deeplearning.ai/thebatch Follow us: Twitter: https://twitter.com/deeplearningai_ Facebook: https://www.facebook.com/deeplearningHQ/ Linkedin: https://www.linkedin.com/company/deeplearningai	28	Science & Technology	PT1M29S	89	2d	hd	false	https://i.ytimg.com/vi/zGFKSQlef_0/maxresdefault.jpg		6878	366	1	0	30
7	UCcIXc5mJsHVYTZR1maL5l9w	Deeplearning.ai	JtDQkaTXC0A	2020-03-26T00:48:09Z	2020-03-26 00:48:09	Protecting Front line American Healthcare Workers Fighting COVID19: Lessons from South Korea	This event is a Q&A session with Dr. Doo Ryeon Chung, MD PhD, Director of Infection Prevention and Control at Samsung Medical Center in Seoul, South Korea. He will be sharing key lessons and strategies for preventing COVID19 transmission within hospitals, including PPE standards, workflows, infrastructure, and workforce management. The webinar is hosted by: Ron C. Li, MD Clinical Assistant Professor, Division of Hospital Medicine Stanford University School of Medicine, Stanford, California Twitter: @ronlivs Speaker: Doo Ryeon Chung, MD, PhD Director of Center for Infection Prevention and Control, Samsung Medical Center, Seoul, South Korea Chief, Division of Infectious Diseases and Professor of Medicine, Sungkyunkwan University School of Medicine Secretary General, ANSORP, APFID (Asia Pacific Foundation for Infectious Diseases) Chair, Scientific Committee, Korean Society ​for Healthcare-Associated Infection Control and Prevention This is an informal gathering of medical professionals in an effort to share information about COVID-19 and is not sponsored nor affiliated with any medical institutions. deeplearning.ai is an education company based out of Palo Alto, California. As an education company, we pride ourselves on our ability to support learners at every stage. We are thankful to the medical professionals involved in this event for allowing us to contribute in this small way as we all come together to solve the world’s biggest problems. Emails submitted for this event or future COVID-19 webinars will not be used for marketing or informational purposes by the company. If you have any questions or suggestions, please reach out to events@deeplearning.ai	28	Science & Technology	PT1H7M45S	465	2d	hd	false	https://i.ytimg.com/vi/JtDQkaTXC0A/maxresdefault.jpg		9281	182	1	0	6
8	UCcIXc5mJsHVYTZR1maL5l9w	Deeplearning.ai	_YcAEBnbtPQ	2020-03-09T18:54:11Z	2020-03-09 18:54:11	Augmenting Data (TensorFlow in Practice)	Laurence Moroney and Andrew Ng explain how TensorFlow makes it easy to augment image data. Take the TensorFlow in Practice Specialization: http://bit.ly/39BY2P9 Check out all our courses: deeplearning.ai Subscribe to The Batch, our weekly newsletter: https://deeplearning.ai/thebatch Follow us: Twitter: https://twitter.com/deeplearningai_ Facebook: https://www.facebook.com/deeplearningHQ/ Linkedin: https://www.linkedin.com/company/deeplearningai	28	Science & Technology	PT39S	39	2d	hd	false	https://i.ytimg.com/vi/_YcAEBnbtPQ/maxresdefault.jpg		2036	35	0	0	0
9	UCcIXc5mJsHVYTZR1maL5l9w	Deeplearning.ai	6joSL0CUNtA	2020-02-24T19:31:41Z	2020-02-24 19:31:41	Heroes of Deep Learning: Yann LeCun and Ruslan Salakhutdinov on Getting Started	"A machine capable of learning? That sounds wonderful." Learn how heroes of deep learning Yann LeCun and Ruslan Salakhutdinov first became interested in AI. Take the Deep Learning Specialization: http://bit.ly/3c7dHau Check out all our courses: deeplearning.ai Subscribe to The Batch, our weekly newsletter: deeplearning.ai/thebatch Follow us: Twitter: twitter.com/deeplearningai_ Facebook: facebook.com/deeplearningHQ/ Linkedin: linkedin.com/company/deeplearningai	28	Science & Technology	PT1M45S	105	2d	hd	false	https://i.ytimg.com/vi/6joSL0CUNtA/maxresdefault.jpg		2382	50	0	0	1
10	UCcIXc5mJsHVYTZR1maL5l9w	Deeplearning.ai	R2vIYVdMzPc	2020-02-12T19:12:55Z	2020-02-12 19:12:55	Four advanced deployment scenarios (TensorFlow: Data and Deployment)	The final course of TensorFlow: Data and Deployment is out! Laurence and Andrew walk through what you'll learn. Enroll in TensorFlow: Data and Deployment: http://bit.ly/2OKQHEk Check out all our courses: deeplearning.ai Subscribe to The Batch, our weekly newsletter: deeplearning.ai/thebatch Follow us: Twitter: https://twitter.com/deeplearningai_ Facebook: https://www.facebook.com/deeplearningHQ/ Linkedin: https://www.linkedin.com/company/deeplearningai/	28	Science & Technology	PT2M8S	128	2d	hd	false	https://i.ytimg.com/vi/R2vIYVdMzPc/maxresdefault.jpg		2185	51	0	0	1
