position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	thumbnail_maxres	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
1	UC59K-uG2A5ogwIrHw4bmlEg	Telusko	do0T6M8NTFk	2020-08-13T16:23:21Z	2020-08-13 16:23:21	Important Announcement Regarding Python Live Sessions	Registration link : https://glacad.me/telusko_live Exciting Live Sessions on Python coming up.... Hope to see you in todays live	28	Science & Technology	PT18M51S	1131	2d	hd	false	https://i.ytimg.com/vi/do0T6M8NTFk/maxresdefault.jpg	1	20756	1042	21	0	98
2	UC59K-uG2A5ogwIrHw4bmlEg	Telusko	Ftd_AV4AcSc	2020-08-09T11:19:20Z	2020-08-09 11:19:20	Sunday Evening Live with Navin	Support by becoming a Member : https://www.youtube.com/channel/UC59K-uG2A5ogwIrHw4bmlEg/join	28	Science & Technology	PT31M32S	1892	2d	hd	false	https://i.ytimg.com/vi/Ftd_AV4AcSc/maxresdefault.jpg	1	16128	859	22	0	70
3	UC59K-uG2A5ogwIrHw4bmlEg	Telusko	iUryM6ydLW8	2020-07-27T13:59:53Z	2020-07-27 13:59:53	Macbook Pro 2020 13 inch | is it worth it?	Macbook pro 16 : https://amzn.to/30JS23i Macbook pro 13 base model : https://amzn.to/3046bt3 Macbook pro 13 10 gen : https://amzn.to/3g6otiT	28	Science & Technology	PT12M42S	762	2d	hd	false	https://i.ytimg.com/vi/iUryM6ydLW8/maxresdefault.jpg	1	29122	1007	75	0	211
4	UC59K-uG2A5ogwIrHw4bmlEg	Telusko	YblAhRamry8	2020-07-19T10:33:20Z	2020-07-19 10:33:20	Gold Button | Sunday Live	Support by becoming a Member : https://www.youtube.com/channel/UC59K-uG2A5ogwIrHw4bmlEg/join	28	Science & Technology	PT25M42S	1542	2d	hd	false	https://i.ytimg.com/vi/YblAhRamry8/maxresdefault.jpg	1	36968	2268	34	0	275
5	UC59K-uG2A5ogwIrHw4bmlEg	Telusko	GGaDSAMeopo	2020-07-16T08:06:06Z	2020-07-16 08:06:06	Docker for Beginnners	00:00:10 - What is Docker? 00:10:23 - Docker on Linux 00:24:49 - Docker on Windows 00:31:04 - Ubuntu on Docker 00:39:54 - Docker Architecture 00:45:16 - Creating App on Docker 01:12:14 - Dockerize App #docker #container	28	Science & Technology	PT1H30M31S	1831	2d	hd	false	https://i.ytimg.com/vi/GGaDSAMeopo/maxresdefault.jpg	1	15699	748	7	0	60
6	UC59K-uG2A5ogwIrHw4bmlEg	Telusko	awo90L11sE0	2020-07-15T11:22:49Z	2020-07-15 11:22:49	Docker Installation on Windows	How to install docker on Windows 10. Download docker desktop from Docker Hub #docker #windows	28	Science & Technology	PT6M15S	375	2d	hd	false	https://i.ytimg.com/vi/awo90L11sE0/maxresdefault.jpg	1	6593	241	4	0	44
7	UC59K-uG2A5ogwIrHw4bmlEg	Telusko	Nr2RlNXyIuw	2020-07-12T12:09:34Z	2020-07-12 12:09:34	Telusko Live Stream		28	Science & Technology	PT34M9S	2049	2d	hd	false		1	20210	1070	17	0	76
8	UC59K-uG2A5ogwIrHw4bmlEg	Telusko	5N0bVkrk5RY	2020-06-18T05:08:01Z	2020-06-18 05:08:01	Its a Million	Support by becoming a Member : https://www.youtube.com/channel/UC59K-uG2A5ogwIrHw4bmlEg/join	28	Science & Technology	PT15M48S	948	2d	hd	false		1	21567	1884	14	0	334
9	UC59K-uG2A5ogwIrHw4bmlEg	Telusko	agFrMf1WTpc	2020-06-02T14:38:46Z	2020-06-02 14:38:46	9 Books in 2 Months	Permanent Record : https://amzn.to/301YDYc Prepared : https://amzn.to/2Xsgg1L Reality is not what it seems : https://amzn.to/3eDkaKM Ikigai : https://amzn.to/2XPdkv4 NLP for Dummies : https://amzn.to/36XE0hw Hyperfocus : https://amzn.to/3gIswCS 21 Lessons for the 21st Century : https://amzn.to/3gMqxNX Algorithms to Live By : https://amzn.to/2XpPSW5 Lets talk money : https://amzn.to/3ckUsJG Support by becoming a Member : https://www.youtube.com/channel/UC59K-uG2A5ogwIrHw4bmlEg/join	28	Science & Technology	PT9M53S	593	2d	hd	false	https://i.ytimg.com/vi/agFrMf1WTpc/maxresdefault.jpg	1	32680	1346	27	0	180
10	UC59K-uG2A5ogwIrHw4bmlEg	Telusko	vJEO57B05Sg	2020-05-29T17:59:41Z	2020-05-29 17:59:41	Node JS Tutorial | Crash Course	00:00 - What is Node JS? 08:33 - Node Js Installation 16:38 - Getting Started with Node JS 30:55 - How Node JS Works? 40:00 - What is NPM? 48:47 - Modules in Node JS Support by becoming a Member : https://www.youtube.com/channel/UC59K-uG2A5ogwIrHw4bmlEg/join #nodejs	28	Science & Technology	PT1H28M10S	1690	2d	hd	false	https://i.ytimg.com/vi/vJEO57B05Sg/maxresdefault.jpg	1	31444	854	20	0	79
