position	channelId	channelTitle	videoId	publishedAt	publishedAtSQL	videoTitle	videoDescription	videoCategoryId	videoCategoryLabel	duration	durationSec	dimension	definition	caption	thumbnail_maxres	licensedContent	viewCount	likeCount	dislikeCount	favoriteCount	commentCount
1	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	OefyB3arvQo	2020-06-17T19:39:08Z	2020-06-17 19:39:08	Introduction and Welcome		28	Science & Technology	PT1M33S	93	2d	sd	false			398	17	0	0	0
2	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	pV-FqYgxacc	2020-06-17T19:35:35Z	2020-06-17 19:35:35	Live Webinar: Analysis of a Diabetes Dataset using Python - Part 3/4		28	Science & Technology	PT9M44S	584	2d	hd	false			121	5	1	0	0
3	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	UB6DD8eJY6Q	2020-06-17T19:33:15Z	2020-06-17 19:33:15	Live Webinar: Analysis of a Diabetes Dataset using Python - Part 2/4		28	Science & Technology	PT22M11S	1331	2d	hd	false			131	7	0	0	0
4	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	_it2udD6jiI	2020-06-17T19:32:08Z	2020-06-17 19:32:08	Live Webinar: Analysis of a Diabetes Dataset using Python - Part 4/4		28	Science & Technology	PT17M	1020	2d	hd	false			79	4	0	0	0
5	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	sGe-QQdK2oo	2020-06-17T19:31:02Z	2020-06-17 19:31:02	Live Webinar: Analysis of a Diabetes Dataset using Python - Part 1/4		28	Science & Technology	PT15M50S	950	2d	hd	false			297	17	0	0	0
6	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	mZOr0HVwbKM	2019-05-02T14:40:27Z	2019-05-02 14:40:27	Multi-Task Learning for QSAR Learning	Here I explain how to run the code that comes with the paper: Multi-Task Learning with a Natural Metric for Quantitative Structure Activity Relationship Learning The code is available here: https://github.com/nsadawi/MTL-QSAR	28	Science & Technology	PT15M9S	909	2d	hd	false	https://i.ytimg.com/vi/mZOr0HVwbKM/maxresdefault.jpg		640	10	0	0	0
7	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	td2zXBsbeiI	2017-05-10T16:28:17Z	2017-05-10 16:28:17	Python Tips & Tricks: The *args and **kwargs Magic Variables		28	Science & Technology	PT6M7S	367	2d	hd	false			1610	27	2	0	3
8	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	df6ZWB0cpGk	2017-04-27T17:35:30Z	2017-04-27 17:35:30	Python Tips & Tricks: Python Functions are First Class Objects		28	Science & Technology	PT4M31S	271	2d	sd	false			2391	35	1	0	4
9	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	HkUj664aLak	2017-04-27T17:23:41Z	2017-04-27 17:23:41	Python Tips & Tricks: Nested Functions in Python		28	Science & Technology	PT3M5S	185	2d	sd	false			5947	57	6	0	3
10	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	Lvwy_luUjfc	2017-04-22T14:24:01Z	2017-04-22 14:24:01	Python Tips & Tricks: Recursion in Python		28	Science & Technology	PT5M18S	318	2d	hd	false			2609	22	0	0	1
11	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	tYdgzBg_VS4	2017-04-21T18:10:59Z	2017-04-21 18:10:59	Python Tips & Tricks: File Locking	The ode can be found here: https://github.com/nsadawi/Python-Tips-and-Tricks	28	Science & Technology	PT2M59S	179	2d	sd	false			6163	36	2	0	6
12	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	AiFhaMwMhzM	2017-04-19T17:40:34Z	2017-04-19 17:40:34	Python Tips & Tricks: The reduce Function in Python		28	Science & Technology	PT3M27S	207	2d	sd	false			979	11	0	0	0
13	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	DpFuB5B-h0Q	2017-04-19T17:40:34Z	2017-04-19 17:40:34	Python Tips & Tricks: The filter Function in Python		28	Science & Technology	PT4M52S	292	2d	sd	false			1679	13	0	0	2
14	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	eYQX22vJziw	2017-04-15T14:58:44Z	2017-04-15 14:58:44	Python Tips & Tricks: the Map function		28	Science & Technology	PT3M37S	217	2d	hd	false			1041	20	0	0	0
15	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	ZBW47P4XcFs	2017-03-29T17:32:51Z	2017-03-29 17:32:51	Python Tips & Tricks: The eval() Function		28	Science & Technology	PT2M40S	160	2d	hd	false			4522	43	8	0	8
16	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	YicR4-5J_TA	2017-02-17T19:46:28Z	2017-02-17 19:46:28	Python Tips & Tricks: Efficient String Concatenation	Mutable vs Immutable in Python https://www.youtube.com/watch?v=8mGZvqn6E7E	28	Science & Technology	PT3M50S	230	2d	hd	false			654	18	0	0	1
17	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	8mGZvqn6E7E	2017-02-17T19:29:44Z	2017-02-17 19:29:44	Python Tips & Tricks: Mutable vs Immutable		28	Science & Technology	PT2M54S	174	2d	hd	false			705	7	0	0	2
18	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	fUXPDoifiVo	2017-02-17T18:27:53Z	2017-02-17 18:27:53	Python Tips & Tricks: Function Arguments with Default Values		28	Science & Technology	PT2M54S	174	2d	hd	false			310	5	0	0	0
19	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	E_s4KlNA5WY	2017-02-14T15:45:16Z	2017-02-14 15:45:16	KubeNow Tutorial 3/7: Install Core Components	Commands used in this video: - sudo ansible-playbook playbooks/install-core.yml --skip-tags="cloudflare" - sudo vagrant ssh kubenow-master-01 - kubectl get pods --all-namespaces - sudo vagrant global-status	28	Science & Technology	PT3M30S	210	2d	sd	false			197	1	0	0	0
20	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	QNhbES7LSEE	2017-02-14T15:45:16Z	2017-02-14 15:45:16	KubeNow Tutorial 4/7: Deploy Jupyter	Commands used in this video: - git clone --recursive https://github.com/phnmnl/cloud-deploy-kubenow.git - export PORTAL_APP_REPO_FOLDER="/home/nsadawi/cloud-deploy-kubenow" - export domain="phenomenal.local" - export JUPYTER_PASSWORD=$($PORTAL_APP_REPO_FOLDER/bin/generate-jupyter-password-hash.sh noureddin) - sudo ansible-playbook -e "domain=$domain" -e "sha1_pass_jupyter=$JUPYTER_PASSWORD" $PORTAL_APP_REPO_FOLDER/playbooks/jupyter/main.yml - sudo vagrant ssh kubenow-master-01 - kubectl get pods --all-namespaces - kubectl describe pod ....	28	Science & Technology	PT7M46S	466	2d	sd	false			194	0	0	0	0
21	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	mXnxvKJb0q4	2017-02-14T15:45:16Z	2017-02-14 15:45:16	KubeNow Tutorial 2/7: Create Virtual Cluster	Commands used in this video: - git clone https://github.com/kubenow/KubeNow.git - cd KubeNow - git checkout experimental/local_vagrant - sudo vagrant up - sudo vagrant global-status - sudo vagrant ssh kubenow-master-01 - kubectl get pods --all-namespaces	28	Science & Technology	PT5M2S	302	2d	sd	false			366	2	0	0	0
22	UCNYv4HA3WjV3gZGLfBehRWQ	Noureddin Sadawi	8gU1dnMFh1I	2017-02-14T15:45:15Z	2017-02-14 15:45:15	KubeNow Tutorial 5/7: Test Jupyter	Command used in this video: - kubectl get pods --all-namespaces - sudo nano /etc/hosts	28	Science & Technology	PT3M	180	2d	sd	false			158	0	0	0	0
